age,marital,education,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
48,married,university.degree,yes,no,telephone,141,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
39,married,basic.6y,yes,no,telephone,183,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
49,divorced,unknown,no,no,cellular,339,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
30,married,high.school,yes,no,cellular,16,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
35,married,high.school,unknown,unknown,cellular,171,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
36,married,high.school,no,no,cellular,291,4,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
43,married,high.school,yes,no,cellular,974,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1
40,married,professional.course,yes,no,cellular,211,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
33,single,university.degree,yes,no,telephone,76,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
51,married,university.degree,yes,no,cellular,101,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
31,married,university.degree,yes,no,cellular,151,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
57,married,university.degree,no,no,cellular,72,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
32,married,high.school,no,no,cellular,205,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0
51,divorced,university.degree,yes,no,cellular,120,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
46,divorced,university.degree,no,no,telephone,11,7,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
30,married,basic.9y,yes,no,cellular,18,11,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
31,married,basic.9y,no,no,cellular,111,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
30,married,basic.9y,no,no,telephone,186,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
42,married,university.degree,yes,no,telephone,103,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
37,married,university.degree,unknown,unknown,telephone,107,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
57,married,professional.course,yes,no,cellular,425,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
39,divorced,basic.9y,yes,no,telephone,182,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
31,married,university.degree,yes,no,cellular,443,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
89,divorced,basic.4y,yes,no,cellular,314,1,999,0,nonexistent,-1.1,94.199,-37.5,0.881,4963.6,1
37,divorced,high.school,no,no,cellular,81,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
37,married,university.degree,yes,no,telephone,97,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
43,married,basic.4y,no,no,telephone,275,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
31,single,professional.course,yes,no,cellular,350,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
25,single,high.school,no,no,cellular,85,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
54,married,basic.9y,yes,yes,telephone,75,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
34,single,university.degree,yes,no,telephone,205,1,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,1
59,divorced,university.degree,no,no,telephone,87,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
42,married,high.school,yes,no,telephone,247,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
25,single,university.degree,unknown,unknown,telephone,317,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
38,married,university.degree,yes,no,cellular,55,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
43,single,university.degree,yes,no,cellular,213,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
39,married,basic.9y,no,no,telephone,563,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
53,divorced,basic.4y,no,no,telephone,460,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
49,divorced,university.degree,no,no,cellular,105,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
51,married,unknown,no,no,cellular,144,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
43,married,university.degree,yes,yes,cellular,297,7,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
37,married,high.school,yes,no,telephone,262,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
48,married,professional.course,yes,no,telephone,616,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
44,married,university.degree,yes,no,cellular,389,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
39,married,high.school,no,no,telephone,387,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
40,unknown,high.school,yes,yes,cellular,825,6,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
30,married,high.school,no,no,cellular,658,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,1
43,married,basic.9y,yes,no,cellular,227,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
28,married,basic.4y,no,yes,cellular,29,8,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
48,married,university.degree,yes,no,cellular,447,2,4,1,success,-2.9,92.963,-40.8,1.26,5076.2,1
38,married,university.degree,yes,no,cellular,124,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
48,married,high.school,yes,yes,cellular,64,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
42,single,basic.4y,yes,no,cellular,100,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
48,married,basic.6y,no,no,telephone,287,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
41,married,high.school,yes,yes,cellular,460,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
57,married,basic.4y,yes,no,cellular,66,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
43,married,professional.course,no,no,cellular,56,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
48,married,professional.course,yes,no,cellular,52,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
46,single,high.school,no,no,cellular,75,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
36,married,university.degree,yes,no,cellular,103,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
33,single,professional.course,yes,no,cellular,719,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
30,married,high.school,yes,no,cellular,144,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
31,married,university.degree,yes,no,cellular,382,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
40,divorced,high.school,no,no,cellular,837,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
32,single,university.degree,yes,no,cellular,70,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
41,married,basic.9y,no,no,telephone,72,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
55,married,basic.4y,yes,no,cellular,117,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
42,divorced,high.school,yes,no,telephone,143,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
45,divorced,professional.course,unknown,unknown,cellular,170,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
27,married,professional.course,yes,no,cellular,444,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
52,married,high.school,yes,no,cellular,655,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
32,single,basic.9y,no,no,telephone,171,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
31,single,high.school,no,no,cellular,100,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
41,divorced,university.degree,yes,no,cellular,95,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
52,married,university.degree,yes,no,telephone,294,1,999,1,failure,-1.8,93.369,-34.8,0.646,5008.7,0
46,married,university.degree,no,no,cellular,87,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
50,married,professional.course,yes,no,cellular,695,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
66,married,basic.4y,yes,no,cellular,156,1,999,0,nonexistent,-1.8,92.843,-50,1.65,5099.1,1
34,married,professional.course,yes,no,cellular,80,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
30,married,university.degree,unknown,unknown,cellular,132,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0
37,married,basic.6y,yes,no,cellular,377,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,1
45,married,high.school,no,no,telephone,172,10,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0
33,married,high.school,yes,yes,cellular,422,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
56,divorced,high.school,no,no,cellular,786,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,0
48,married,university.degree,yes,yes,telephone,154,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
31,married,professional.course,yes,no,telephone,36,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
41,married,basic.9y,no,no,telephone,457,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
38,married,unknown,yes,no,cellular,87,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
46,single,university.degree,no,no,cellular,70,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0
29,single,basic.9y,no,no,telephone,703,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
31,single,university.degree,no,no,cellular,115,16,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,0
44,married,high.school,yes,no,telephone,102,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
64,divorced,professional.course,yes,no,cellular,151,3,999,0,nonexistent,-1.1,94.767,-50.8,1.028,4963.6,0
33,single,university.degree,no,no,cellular,657,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,1
43,single,high.school,no,yes,telephone,171,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
45,married,basic.4y,yes,no,telephone,116,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
47,married,basic.9y,yes,yes,cellular,196,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
52,married,high.school,yes,no,telephone,355,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
37,married,high.school,yes,no,telephone,113,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
28,single,professional.course,yes,no,cellular,63,2,3,1,success,-2.9,92.201,-31.4,0.851,5076.2,1
34,married,basic.9y,yes,yes,cellular,328,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
42,single,basic.4y,yes,no,telephone,198,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
43,married,university.degree,yes,no,telephone,411,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
52,divorced,basic.6y,yes,no,cellular,683,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
32,married,high.school,yes,no,telephone,83,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
31,single,high.school,yes,yes,cellular,289,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
39,single,university.degree,yes,no,telephone,58,1,999,0,nonexistent,-1.7,94.055,-39.8,0.727,4991.6,0
35,married,basic.9y,yes,no,telephone,191,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
30,married,university.degree,yes,yes,cellular,112,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
37,married,professional.course,yes,no,cellular,328,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
30,married,basic.6y,yes,no,cellular,50,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
36,married,university.degree,no,yes,cellular,255,2,3,1,success,-2.9,92.963,-40.8,1.206,5076.2,1
47,married,high.school,yes,no,cellular,58,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
38,single,high.school,yes,no,cellular,292,2,999,0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7,1
30,married,university.degree,yes,no,telephone,181,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,0
28,single,university.degree,yes,yes,cellular,217,1,999,1,failure,-1.8,93.369,-34.8,0.651,5008.7,0
36,married,basic.9y,yes,yes,telephone,95,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
55,married,professional.course,yes,no,cellular,45,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
29,married,professional.course,yes,no,telephone,369,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
55,married,basic.4y,no,no,telephone,345,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
44,married,high.school,yes,no,cellular,157,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
34,divorced,basic.6y,no,no,cellular,254,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
32,single,university.degree,yes,no,cellular,51,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
36,single,university.degree,no,no,cellular,142,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
48,married,basic.4y,yes,no,cellular,477,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
27,single,university.degree,no,no,cellular,191,2,999,0,nonexistent,-1.8,93.369,-34.8,0.637,5008.7,1
52,married,professional.course,yes,no,cellular,495,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,1
37,single,high.school,yes,no,telephone,63,2,999,2,failure,-1.8,93.075,-47.1,1.41,5099.1,0
28,divorced,university.degree,no,no,cellular,265,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
33,married,basic.9y,yes,no,telephone,64,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
40,married,basic.6y,yes,no,telephone,211,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
32,married,basic.9y,no,no,telephone,98,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
53,married,professional.course,yes,no,cellular,103,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
47,divorced,professional.course,yes,no,telephone,165,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
45,divorced,professional.course,yes,no,cellular,74,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
51,married,basic.6y,yes,no,telephone,91,9,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
30,married,basic.6y,yes,no,cellular,77,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
45,married,high.school,no,no,telephone,290,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
46,single,basic.4y,no,no,telephone,218,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
32,married,basic.6y,no,yes,cellular,188,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
55,married,unknown,yes,no,telephone,272,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
31,married,university.degree,no,no,cellular,245,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
46,married,basic.4y,no,no,telephone,134,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
23,single,university.degree,unknown,unknown,cellular,131,6,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
32,single,basic.6y,no,no,cellular,19,6,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
57,divorced,university.degree,yes,no,telephone,105,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
54,married,high.school,no,no,telephone,552,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
32,single,professional.course,no,no,cellular,362,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
57,divorced,professional.course,no,no,cellular,624,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
36,single,university.degree,no,yes,cellular,127,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
26,single,high.school,yes,no,cellular,244,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1
36,married,high.school,yes,yes,cellular,659,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1
33,married,basic.4y,no,no,cellular,53,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
57,married,professional.course,no,no,telephone,27,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
32,married,basic.4y,no,no,cellular,463,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
42,married,university.degree,no,no,cellular,391,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
37,married,high.school,yes,no,cellular,317,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
42,married,university.degree,yes,no,cellular,108,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
41,married,high.school,no,no,cellular,256,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
27,single,professional.course,yes,no,cellular,114,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
46,married,university.degree,no,no,telephone,53,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
41,married,basic.4y,yes,no,telephone,153,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
37,married,university.degree,yes,yes,cellular,176,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
39,married,professional.course,no,no,telephone,83,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
50,married,basic.9y,no,no,telephone,752,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
35,divorced,basic.9y,yes,no,cellular,523,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0
60,married,basic.4y,yes,no,telephone,161,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
44,single,professional.course,no,no,cellular,116,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
54,married,university.degree,no,no,cellular,219,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
32,single,high.school,yes,no,cellular,53,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
35,married,high.school,yes,yes,cellular,81,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0
28,married,basic.6y,yes,no,telephone,347,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
43,married,high.school,yes,no,telephone,11,15,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
60,married,university.degree,yes,no,cellular,120,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
32,divorced,high.school,yes,no,cellular,294,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
43,married,basic.6y,no,no,cellular,36,5,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
80,divorced,high.school,yes,no,cellular,169,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,1
49,married,high.school,yes,no,cellular,177,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
47,divorced,university.degree,no,no,cellular,33,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
29,single,university.degree,no,no,cellular,89,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
33,single,university.degree,no,no,telephone,739,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
28,married,basic.9y,unknown,unknown,cellular,153,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
35,single,professional.course,no,no,telephone,198,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
40,married,high.school,yes,no,telephone,173,6,999,1,failure,-1.7,94.027,-38.3,0.891,4991.6,0
38,married,professional.course,yes,no,telephone,167,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
50,married,basic.9y,yes,no,cellular,567,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
46,married,basic.9y,yes,no,cellular,124,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
39,married,professional.course,no,no,telephone,125,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
48,married,professional.course,yes,no,cellular,133,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
39,divorced,high.school,no,no,telephone,122,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
39,divorced,university.degree,yes,no,telephone,219,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
34,single,university.degree,yes,no,cellular,96,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0
74,married,high.school,no,no,cellular,174,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0
35,married,university.degree,yes,yes,telephone,2429,1,999,0,nonexistent,-0.1,93.798,-40.4,5,5195.8,0
29,married,basic.9y,unknown,unknown,telephone,27,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
56,married,basic.4y,no,no,cellular,580,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
36,single,university.degree,no,no,cellular,428,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
31,married,high.school,yes,no,cellular,129,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
48,single,high.school,yes,no,cellular,105,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
37,married,basic.9y,yes,yes,telephone,198,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
37,divorced,high.school,yes,no,cellular,538,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
41,married,basic.9y,yes,no,cellular,155,4,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0
35,married,basic.9y,yes,no,cellular,57,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
48,divorced,high.school,no,no,cellular,263,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
43,married,professional.course,yes,no,telephone,255,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
36,married,basic.6y,yes,yes,cellular,273,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
25,single,basic.6y,yes,no,cellular,358,7,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
50,single,university.degree,no,yes,telephone,88,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
30,single,university.degree,no,no,cellular,202,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
29,single,university.degree,yes,no,cellular,163,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
53,married,unknown,no,yes,cellular,821,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
44,married,basic.4y,yes,no,cellular,31,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
30,single,professional.course,yes,no,cellular,282,2,6,1,success,-1.1,94.199,-37.5,0.88,4963.6,1
31,married,basic.9y,yes,no,telephone,48,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
26,single,professional.course,yes,no,cellular,228,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
34,married,university.degree,yes,no,cellular,88,3,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0
30,single,university.degree,yes,no,telephone,8,1,999,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,0
36,married,basic.9y,no,no,telephone,109,9,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
36,married,basic.9y,no,no,telephone,107,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
26,single,high.school,no,no,telephone,155,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
47,married,basic.9y,yes,no,telephone,140,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
44,married,professional.course,no,no,cellular,90,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
43,single,basic.4y,yes,no,cellular,42,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
48,married,high.school,no,yes,telephone,183,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
29,single,university.degree,yes,no,cellular,264,2,999,0,nonexistent,-3,92.713,-33,0.709,5023.5,1
44,married,basic.4y,yes,yes,telephone,110,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
37,divorced,basic.4y,yes,yes,telephone,301,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
29,single,high.school,yes,no,cellular,792,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,1
38,married,basic.4y,yes,no,cellular,76,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
50,married,professional.course,no,yes,cellular,168,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
56,divorced,unknown,no,no,telephone,114,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
33,divorced,high.school,yes,yes,cellular,194,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
38,married,high.school,no,no,telephone,224,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
46,married,basic.4y,yes,yes,telephone,125,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
38,married,high.school,yes,no,cellular,106,1,999,1,failure,-2.9,92.201,-31.4,0.821,5076.2,0
37,divorced,university.degree,yes,no,cellular,224,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
82,married,unknown,no,no,cellular,321,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1
44,married,illiterate,no,no,cellular,460,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
45,married,university.degree,yes,no,cellular,1074,4,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,1
39,married,high.school,no,no,cellular,74,7,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
29,married,high.school,no,no,cellular,523,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
39,single,university.degree,no,no,cellular,50,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
59,married,basic.9y,yes,no,cellular,160,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
27,single,basic.9y,no,no,telephone,93,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
41,single,high.school,unknown,unknown,cellular,664,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
28,married,basic.6y,yes,yes,telephone,482,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
38,divorced,professional.course,no,no,cellular,7,8,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
29,single,university.degree,yes,no,cellular,232,1,999,1,failure,-1.8,93.876,-40,0.672,5008.7,1
41,married,basic.9y,no,no,telephone,201,6,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
41,married,high.school,no,no,telephone,56,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
