id,canton,property_type,living_area_m2,rooms,year_built,distance_center_km,energy_label,purchase_price,household_income,age,employment,years_client,loan_amount,rate_type,fixed_years,interest_rate,amortisation,origination_year,ltv,affordability,actual_burden,trouble_36m,reminders_sent
M04907,AG,apartment,102.0,3.5,2018,7.4,B,672000.0,113400.0,48,employed,2,416000.0,saron,0,0.89,direct,2019,0.619,0.243,0.0326,0,0
M04908,BE,apartment,119.0,4.0,1961,7.8,C,694000.0,146500.0,34,employed,1,558000.0,fixed,5,1.1,indirect,2021,0.804,0.281,0.0419,0,0
M04909,LU,house,135.0,5.0,2013,2.1,A,1354000.0,153200.0,37,employed,0,778000.0,saron,0,0.87,direct,2021,0.575,0.342,0.0442,0,0
M04910,LU,apartment,144.0,4.5,1935,14.5,C,816000.0,179700.0,55,employed,6,536000.0,saron,0,0.97,direct,2021,0.657,0.195,0.0289,0,1
M04911,LU,house,117.0,4.0,2012,5.4,A,974000.0,195100.0,53,employed,2,775000.0,fixed,10,1.36,indirect,2020,0.796,0.291,0.054,0,0
M04912,BE,apartment,99.0,4.0,1906,17.7,E,511000.0,138500.0,29,employed,2,383000.0,fixed,5,2.4,direct,2022,0.75,0.196,0.0664,0,0
M04913,BE,house,126.0,4.0,2008,28.7,B,564000.0,137000.0,42,employed,9,367000.0,fixed,10,2.28,indirect,2022,0.651,0.175,0.0611,0,0
M04914,AG,house,178.0,5.5,2000,4.3,C,1382000.0,140800.0,33,self_employed,3,961000.0,fixed,10,2.35,direct,2022,0.695,0.458,0.1604,0,0
M04915,LU,house,109.0,4.0,1939,0.8,E,904000.0,91800.0,29,employed,1,714000.0,saron,0,1.0,indirect,2021,0.79,0.568,0.0778,0,1
M04916,SG,apartment,110.0,4.0,2005,10.2,B,627000.0,145800.0,25,employed,20,438000.0,fixed,5,2.33,direct,2022,0.699,0.202,0.07,0,0
M04917,ZH,house,130.0,4.5,1992,5.9,B,1550000.0,278900.0,43,employed,4,1074000.0,fixed,5,0.85,indirect,2019,0.693,0.258,0.0327,0,0
M04918,LU,house,145.0,5.0,1955,4.4,D,769000.0,151800.0,37,self_employed,10,424000.0,saron,0,0.88,indirect,2020,0.551,0.19,0.0246,0,0
M04919,ZH,apartment,166.0,6.0,1918,5.2,E,1514000.0,265300.0,48,employed,2,1197000.0,fixed,5,1.3,indirect,2019,0.791,0.33,0.0587,0,0
M04920,BE,apartment,112.0,4.5,1923,10.9,F,539000.0,118600.0,46,employed,2,416000.0,fixed,10,1.27,direct,2019,0.772,0.253,0.0445,0,0
M04921,BE,apartment,68.0,2.0,1986,1.7,C,531000.0,150200.0,56,employed,8,369000.0,saron,0,1.0,direct,2019,0.695,0.165,0.0246,0,0
M04922,TG,apartment,91.0,4.0,1918,14.2,E,371000.0,112300.0,25,employed,13,292000.0,saron,0,1.58,direct,2022,0.787,0.19,0.0411,0,0
M04923,BE,house,183.0,6.0,1965,40.0,C,564000.0,149600.0,57,employed,3,331000.0,fixed,5,2.41,indirect,2022,0.587,0.148,0.0533,0,0
M04924,ZH,house,134.0,5.5,1947,3.3,E,1554000.0,203800.0,55,employed,10,973000.0,saron,0,1.16,direct,2019,0.626,0.315,0.0554,0,0
M04925,BE,apartment,119.0,3.5,2005,4.6,B,853000.0,110300.0,25,employed,8,614000.0,fixed,5,1.08,direct,2019,0.72,0.383,0.0601,0,1
M04926,ZH,apartment,76.0,2.0,1923,6.2,E,747000.0,133700.0,52,employed,6,455000.0,fixed,10,1.34,indirect,2019,0.609,0.226,0.0456,0,0
M04927,AG,apartment,126.0,4.5,1945,2.4,D,1016000.0,147900.0,54,employed,10,746000.0,fixed,10,1.41,direct,2021,0.734,0.352,0.0711,0,0
M04928,SG,apartment,88.0,2.5,2013,2.0,A,684000.0,134000.0,40,employed,0,534000.0,fixed,10,1.44,direct,2020,0.781,0.289,0.0574,0,0
M04929,SO,house,135.0,5.5,2006,6.4,A,832000.0,166200.0,43,employed,8,494000.0,fixed,10,1.39,indirect,2021,0.594,0.199,0.0413,0,0
M04930,SG,apartment,106.0,4.0,1965,9.2,D,583000.0,115800.0,45,employed,7,443000.0,fixed,5,1.11,direct,2019,0.76,0.273,0.0425,0,0
M04931,ZH,apartment,122.0,4.0,1990,6.7,A,1444000.0,165900.0,36,employed,3,1143000.0,fixed,10,1.22,indirect,2021,0.792,0.504,0.0841,0,0
M04932,BE,house,87.0,3.5,1916,13.6,F,461000.0,79400.0,36,employed,1,415000.0,fixed,5,1.0,direct,2020,0.9,0.41,0.0523,0,0
M04933,ZH,apartment,73.0,2.5,1920,23.9,C,540000.0,58400.0,61,self_employed,4,334000.0,saron,0,1.52,indirect,2022,0.619,0.378,0.0869,1,4
M04934,SO,apartment,114.0,4.5,2007,27.1,B,369000.0,106900.0,38,employed,10,256000.0,saron,0,1.0,direct,2020,0.694,0.16,0.0239,0,0
M04935,ZH,house,174.0,5.5,1931,1.6,E,1545000.0,168900.0,47,self_employed,7,1067000.0,saron,0,0.9,direct,2020,0.691,0.422,0.0569,0,1
M04936,ZH,house,119.0,3.5,2013,17.4,A,919000.0,143900.0,41,employed,1,601000.0,fixed,5,1.11,direct,2019,0.654,0.273,0.0464,0,0
M04937,BE,apartment,126.0,4.5,2008,11.9,A,583000.0,137200.0,32,employed,9,318000.0,fixed,5,2.36,direct,2022,0.545,0.158,0.0547,0,0
M04938,SO,apartment,113.0,4.0,1984,2.2,B,629000.0,150100.0,47,self_employed,3,383000.0,fixed,5,2.32,direct,2022,0.609,0.169,0.0592,0,0
M04939,ZH,house,142.0,5.0,2013,11.3,B,1328000.0,141900.0,65,employed,2,760000.0,saron,0,1.14,direct,2020,0.572,0.361,0.0611,0,0
M04940,BE,house,205.0,8.0,1906,10.9,G,793000.0,192600.0,41,self_employed,9,441000.0,saron,0,0.89,direct,2020,0.556,0.156,0.0204,0,0
M04941,BE,house,126.0,5.0,2017,18.0,C,690000.0,101800.0,49,employed,1,393000.0,saron,0,1.54,direct,2022,0.57,0.261,0.0595,0,0
M04942,ZH,house,225.0,7.5,1978,3.6,C,2739000.0,466300.0,44,employed,9,1755000.0,saron,0,0.88,direct,2019,0.641,0.247,0.0331,0,1
M04943,ZH,house,244.0,9.0,2021,23.0,A,1693000.0,94400.0,48,employed,10,1073000.0,saron,0,0.79,direct,2021,0.634,0.748,0.0898,0,0
M04944,BE,house,129.0,5.0,1951,18.5,B,556000.0,321700.0,50,employed,1,392000.0,fixed,5,2.48,direct,2022,0.705,0.083,0.0302,0,0
M04945,TG,apartment,161.0,6.0,2001,5.3,B,1066000.0,184600.0,35,employed,12,934000.0,fixed,10,1.35,direct,2019,0.876,0.391,0.0683,1,4
M04946,SO,apartment,88.0,3.0,1945,2.8,C,511000.0,137700.0,46,employed,1,421000.0,fixed,5,2.2,direct,2022,0.824,0.229,0.0673,0,0
M04947,AG,house,142.0,5.5,2009,0.9,A,1266000.0,320300.0,48,employed,6,1076000.0,saron,0,0.96,direct,2019,0.85,0.256,0.0322,0,0
M04948,SG,apartment,118.0,4.0,1922,16.5,F,479000.0,188900.0,37,employed,11,312000.0,fixed,5,1.22,direct,2019,0.651,0.108,0.0202,0,0
M04949,AG,house,157.0,6.0,1987,0.3,C,1088000.0,234800.0,47,employed,4,733000.0,saron,0,0.88,direct,2019,0.674,0.205,0.0275,0,1
M04950,BE,apartment,137.0,4.5,2002,3.4,C,957000.0,206200.0,54,employed,7,638000.0,fixed,5,1.07,indirect,2021,0.667,0.201,0.0331,0,0
M04951,SG,house,158.0,5.5,2011,8.9,A,948000.0,103800.0,35,employed,15,488000.0,fixed,5,1.26,indirect,2019,0.515,0.326,0.0592,0,0
M04952,SG,apartment,117.0,4.0,1917,1.4,F,717000.0,159400.0,72,retired,8,448000.0,saron,0,1.0,direct,2021,0.625,0.186,0.0281,0,1
M04953,AG,house,135.0,4.5,1920,11.7,F,868000.0,234100.0,54,employed,10,745000.0,fixed,5,1.31,indirect,2021,0.858,0.244,0.0417,0,1
M04954,ZH,house,114.0,3.5,1995,1.8,B,1461000.0,177600.0,25,employed,3,901000.0,fixed,10,2.55,direct,2022,0.617,0.336,0.1294,0,0
M04955,AG,house,168.0,6.5,1913,4.4,F,1280000.0,275200.0,51,employed,4,850000.0,fixed,5,0.96,direct,2021,0.664,0.201,0.0297,0,0
M04956,ZH,apartment,84.0,2.5,2021,3.0,A,898000.0,173800.0,40,employed,4,692000.0,saron,0,0.73,indirect,2021,0.771,0.287,0.0291,0,0
M04957,TG,house,148.0,5.0,1931,4.4,E,887000.0,116200.0,42,self_employed,12,625000.0,saron,0,1.12,indirect,2019,0.705,0.365,0.0602,0,0
M04958,BE,apartment,149.0,5.0,1959,0.3,C,812000.0,194300.0,46,employed,6,679000.0,saron,0,1.72,direct,2022,0.836,0.264,0.0601,0,2
M04959,AG,apartment,101.0,4.0,1985,1.0,E,734000.0,139500.0,34,employed,6,503000.0,saron,0,0.8,direct,2019,0.685,0.239,0.0288,0,1
M04960,ZH,house,172.0,6.5,2015,8.7,B,1852000.0,198000.0,38,self_employed,7,1265000.0,fixed,10,1.21,indirect,2020,0.683,0.423,0.0773,0,0
M04961,BE,house,185.0,6.0,2006,4.4,D,1100000.0,180200.0,37,employed,3,702000.0,saron,0,1.26,direct,2020,0.638,0.256,0.0491,0,0
M04962,TG,house,106.0,5.0,2008,2.1,D,748000.0,112000.0,56,employed,4,645000.0,saron,0,1.55,indirect,2022,0.862,0.442,0.0893,0,1
M04963,SG,house,171.0,6.0,1967,1.5,B,1220000.0,155900.0,32,employed,1,642000.0,fixed,10,2.79,direct,2022,0.526,0.284,0.1149,0,1
M04964,AG,apartment,103.0,4.5,1916,6.0,E,657000.0,123300.0,29,employed,1,468000.0,saron,0,0.81,direct,2021,0.712,0.259,0.0307,0,0
M04965,TG,apartment,134.0,5.5,1977,2.6,C,766000.0,170700.0,42,self_employed,0,367000.0,fixed,5,1.06,direct,2021,0.479,0.152,0.0228,0,1
M04966,BE,house,132.0,4.5,2003,4.7,A,1029000.0,236800.0,43,self_employed,7,723000.0,fixed,5,0.93,direct,2019,0.703,0.207,0.0284,0,0
M04967,LU,house,154.0,5.0,2009,2.0,A,1456000.0,207900.0,29,employed,1,1310000.0,fixed,10,1.52,direct,2021,0.9,0.494,0.0958,0,0
M04968,AG,apartment,118.0,3.5,2017,3.8,A,763000.0,120700.0,47,employed,16,462000.0,saron,0,1.0,indirect,2019,0.606,0.255,0.0383,0,2
M04969,AG,apartment,108.0,2.5,1911,6.7,G,751000.0,138500.0,43,employed,3,512000.0,saron,0,0.81,indirect,2019,0.682,0.245,0.0299,0,0
M04970,ZH,house,110.0,5.0,1965,2.6,B,1124000.0,161700.0,52,employed,14,506000.0,fixed,5,1.36,indirect,2020,0.45,0.226,0.0426,0,1
M04971,ZH,apartment,121.0,3.5,1917,2.6,F,1150000.0,194100.0,35,employed,6,690000.0,saron,0,1.68,indirect,2022,0.6,0.237,0.0597,0,0
M04972,ZH,house,119.0,4.5,1921,25.6,E,706000.0,75600.0,39,employed,1,304000.0,fixed,10,1.41,indirect,2021,0.431,0.294,0.0567,0,0
M04973,BE,apartment,86.0,3.0,1971,17.3,C,326000.0,111000.0,49,self_employed,3,201000.0,fixed,5,2.13,direct,2022,0.617,0.12,0.0386,0,1
M04974,ZH,house,178.0,6.0,1981,30.3,B,1185000.0,197800.0,45,employed,27,849000.0,saron,0,0.95,indirect,2019,0.716,0.294,0.0408,0,1
M04975,SO,apartment,160.0,5.0,1931,2.4,E,798000.0,144100.0,55,self_employed,1,681000.0,fixed,10,1.38,direct,2021,0.853,0.361,0.0652,0,0
M04976,SG,apartment,95.0,3.5,2014,3.4,B,639000.0,103500.0,64,employed,2,425000.0,fixed,5,1.08,direct,2020,0.665,0.267,0.0443,0,0
M04977,BE,apartment,120.0,5.0,1919,1.8,E,826000.0,260900.0,43,employed,8,673000.0,saron,0,1.6,indirect,2022,0.815,0.192,0.0413,0,1
M04978,SO,house,128.0,3.5,1948,4.9,D,623000.0,188400.0,50,employed,2,543000.0,fixed,10,1.39,indirect,2021,0.872,0.222,0.0401,0,0
M04979,SG,house,147.0,5.5,2004,11.6,B,909000.0,154900.0,36,employed,20,654000.0,saron,0,0.84,direct,2020,0.719,0.29,0.0355,0,0
M04980,AG,apartment,142.0,4.5,1995,38.6,D,466000.0,93700.0,48,employed,4,313000.0,fixed,10,1.54,indirect,2020,0.672,0.218,0.0514,0,0
M04981,TG,house,155.0,6.0,2020,5.1,A,1130000.0,153100.0,34,employed,7,859000.0,fixed,5,1.14,direct,2020,0.76,0.4,0.064,0,0
M04982,SG,apartment,90.0,3.0,1978,8.4,D,466000.0,109000.0,31,employed,9,306000.0,saron,0,0.97,direct,2020,0.657,0.183,0.0272,0,0
M04983,ZH,house,180.0,7.0,1921,6.7,F,1702000.0,159800.0,45,employed,1,1532000.0,fixed,5,1.22,indirect,2020,0.9,0.752,0.117,0,0
M04984,AG,apartment,105.0,4.5,1991,1.1,B,732000.0,193400.0,48,employed,4,411000.0,saron,0,1.78,direct,2022,0.561,0.144,0.0378,0,0
M04985,TG,house,134.0,5.5,1980,17.9,D,619000.0,163800.0,49,employed,1,402000.0,fixed,10,1.29,indirect,2019,0.649,0.161,0.0317,0,0
M04986,LU,apartment,119.0,4.5,1982,13.1,A,784000.0,183700.0,43,employed,7,543000.0,saron,0,0.88,indirect,2019,0.693,0.198,0.026,0,1
M04987,ZH,apartment,79.0,3.0,1993,1.7,A,885000.0,171000.0,63,retired,0,792000.0,saron,0,0.78,indirect,2019,0.895,0.362,0.0361,1,5
M04988,AG,house,170.0,6.0,2014,22.5,A,852000.0,116700.0,51,employed,0,542000.0,saron,0,1.37,direct,2022,0.636,0.305,0.0636,0,2
M04989,BE,apartment,91.0,2.5,1950,1.8,C,528000.0,124300.0,46,employed,1,353000.0,saron,0,1.3,direct,2022,0.669,0.185,0.0369,0,1
M04990,ZH,apartment,73.0,3.0,1993,1.6,D,703000.0,136600.0,29,self_employed,4,633000.0,fixed,10,1.39,direct,2019,0.9,0.363,0.0644,1,5
M04991,SO,apartment,123.0,3.5,1972,0.4,E,605000.0,167600.0,43,employed,5,452000.0,saron,0,0.71,indirect,2021,0.747,0.19,0.0191,0,0
M04992,ZH,house,150.0,5.0,1961,0.9,D,1474000.0,195900.0,25,employed,1,1113000.0,fixed,10,1.44,indirect,2020,0.755,0.404,0.0818,0,0
M04993,LU,apartment,98.0,3.0,2009,5.2,C,719000.0,169600.0,55,employed,3,444000.0,saron,0,0.88,indirect,2019,0.618,0.173,0.023,0,1
M04994,BE,apartment,94.0,3.0,1929,1.8,C,488000.0,121700.0,40,self_employed,3,307000.0,fixed,5,1.12,indirect,2020,0.629,0.166,0.0283,0,0
M04995,BE,house,159.0,7.0,2020,24.7,B,718000.0,109800.0,41,self_employed,7,469000.0,fixed,10,1.36,direct,2020,0.653,0.279,0.0581,0,0
M04996,ZH,house,115.0,3.5,2001,2.1,A,1682000.0,178300.0,49,employed,5,1297000.0,saron,0,1.46,indirect,2022,0.771,0.524,0.1062,0,1
M04997,BE,apartment,129.0,6.0,1901,0.3,E,845000.0,178500.0,54,employed,5,628000.0,saron,0,1.05,direct,2020,0.743,0.247,0.0369,0,0
M04998,TG,apartment,67.0,2.0,1971,21.6,C,318000.0,64000.0,50,employed,2,241000.0,saron,0,0.85,direct,2020,0.758,0.268,0.032,0,0
M04999,LU,apartment,109.0,4.5,2006,1.9,A,705000.0,105600.0,53,employed,16,533000.0,fixed,5,1.0,indirect,2020,0.756,0.359,0.0505,0,1
M05000,SG,apartment,78.0,2.5,1982,3.3,B,569000.0,134300.0,42,employed,0,504000.0,fixed,10,2.46,direct,2022,0.886,0.292,0.0923,0,0
M05001,SG,house,245.0,9.0,1992,0.8,C,1736000.0,188000.0,60,employed,0,1297000.0,fixed,5,0.91,direct,2020,0.747,0.487,0.0628,0,0
M05002,LU,apartment,69.0,2.0,1905,3.5,E,528000.0,109400.0,40,employed,6,442000.0,saron,0,1.53,direct,2022,0.837,0.305,0.0618,0,0
M05003,ZH,apartment,95.0,3.0,2000,12.0,B,946000.0,113900.0,50,employed,4,630000.0,saron,0,0.8,direct,2020,0.666,0.36,0.0442,0,0
M05004,LU,house,253.0,9.0,2010,15.4,A,1555000.0,128600.0,43,self_employed,6,1312000.0,saron,0,0.88,direct,2020,0.844,0.774,0.0898,1,2
M05005,BE,house,173.0,7.5,1944,0.6,D,1157000.0,149800.0,52,employed,1,900000.0,fixed,5,1.05,direct,2019,0.778,0.435,0.0631,0,0
M05006,SO,apartment,99.0,3.0,1958,2.7,E,615000.0,146000.0,48,employed,5,455000.0,saron,0,1.69,indirect,2022,0.74,0.218,0.0527,0,0
M05007,AG,apartment,87.0,4.5,1935,3.1,F,554000.0,121300.0,46,employed,4,390000.0,fixed,5,2.33,indirect,2022,0.704,0.218,0.0749,0,2
M05008,ZH,house,158.0,5.5,1900,1.7,E,2048000.0,220500.0,44,employed,4,1423000.0,fixed,10,1.37,indirect,2020,0.695,0.433,0.0884,1,5
M05009,BE,apartment,74.0,2.0,1972,3.0,C,429000.0,113900.0,28,employed,3,307000.0,fixed,10,1.31,direct,2021,0.716,0.185,0.0353,0,0
M05010,ZH,apartment,124.0,4.5,2021,40.0,A,611000.0,120100.0,54,employed,6,397000.0,fixed,5,2.14,direct,2022,0.65,0.216,0.0707,0,0
M05011,SO,house,155.0,5.5,2009,4.0,C,871000.0,197900.0,57,employed,1,609000.0,fixed,5,2.37,direct,2022,0.699,0.207,0.0729,0,1
M05012,BE,apartment,137.0,5.0,2006,14.3,A,649000.0,158100.0,40,employed,4,584000.0,saron,0,0.78,direct,2019,0.9,0.29,0.0288,0,0
M05013,SG,house,179.0,7.0,1921,4.8,E,922000.0,159500.0,37,employed,30,636000.0,fixed,5,1.14,direct,2021,0.69,0.266,0.0455,0,0
M05014,ZH,apartment,107.0,4.0,2004,5.0,A,1238000.0,184400.0,42,employed,10,805000.0,fixed,5,0.98,direct,2021,0.65,0.285,0.0428,0,0
M05015,BE,apartment,97.0,4.5,1914,3.8,E,573000.0,141500.0,42,employed,3,381000.0,saron,0,0.77,indirect,2020,0.665,0.175,0.0207,0,0
M05016,ZH,apartment,91.0,4.0,2010,21.2,A,592000.0,121400.0,43,employed,0,404000.0,fixed,5,1.18,indirect,2020,0.682,0.22,0.0393,0,0
M05017,ZH,apartment,125.0,4.5,2010,1.4,B,1379000.0,136800.0,27,employed,0,875000.0,saron,0,0.8,direct,2021,0.635,0.421,0.0512,0,0
M05018,ZH,apartment,94.0,2.5,2021,3.9,B,1232000.0,168300.0,38,self_employed,2,915000.0,fixed,10,2.27,direct,2022,0.743,0.382,0.1234,0,0
M05019,ZH,house,144.0,5.5,2007,20.9,B,1084000.0,192200.0,43,employed,9,734000.0,fixed,5,1.03,indirect,2019,0.677,0.251,0.0393,0,0
M05020,ZH,house,185.0,7.0,1941,1.9,D,2140000.0,283100.0,50,employed,3,1511000.0,fixed,10,1.37,indirect,2019,0.706,0.362,0.0731,0,0
M05021,AG,apartment,81.0,3.5,1974,2.1,C,669000.0,181900.0,31,employed,5,482000.0,saron,0,0.92,indirect,2019,0.72,0.182,0.0244,0,0
M05022,BE,apartment,59.0,2.0,2004,4.1,C,397000.0,73100.0,37,employed,3,290000.0,fixed,10,2.52,direct,2022,0.73,0.276,0.1,0,0
M05023,ZH,house,145.0,5.5,1919,11.2,E,1179000.0,229800.0,61,employed,1,707000.0,fixed,10,1.4,direct,2021,0.6,0.205,0.0431,0,0
M05024,ZH,apartment,80.0,2.0,1954,7.6,E,762000.0,105300.0,56,employed,10,552000.0,saron,0,0.97,direct,2021,0.724,0.362,0.0508,0,0
M05025,ZH,apartment,123.0,4.5,2006,7.4,B,1107000.0,226600.0,53,employed,2,823000.0,fixed,10,1.01,direct,2020,0.743,0.255,0.0367,0,0
M05026,LU,house,173.0,6.5,2007,1.3,C,1585000.0,145700.0,32,self_employed,1,1041000.0,fixed,10,1.2,direct,2020,0.657,0.466,0.0857,0,0
M05027,ZH,apartment,95.0,3.0,2011,10.5,A,817000.0,109700.0,37,employed,6,495000.0,fixed,10,1.4,direct,2020,0.606,0.3,0.0632,0,1
M05028,SG,apartment,144.0,5.0,1940,1.5,D,1106000.0,127900.0,42,employed,2,846000.0,saron,0,0.75,indirect,2020,0.765,0.474,0.0496,0,0
M05029,BE,house,166.0,6.5,1971,30.2,D,521000.0,98300.0,26,employed,1,429000.0,fixed,10,1.2,direct,2019,0.823,0.327,0.0524,0,0
M05030,LU,house,176.0,6.0,1922,0.3,D,1413000.0,206500.0,30,employed,0,1164000.0,fixed,5,1.31,direct,2019,0.824,0.422,0.0738,1,2
M05031,LU,apartment,122.0,4.5,1941,7.3,C,616000.0,148100.0,29,employed,1,405000.0,fixed,10,1.16,direct,2021,0.657,0.178,0.0317,0,2
M05032,SO,house,264.0,9.0,1964,1.1,C,1567000.0,271800.0,35,self_employed,11,841000.0,saron,0,0.76,direct,2021,0.537,0.212,0.0235,0,0
M05033,AG,apartment,137.0,4.5,1997,1.6,C,847000.0,192200.0,34,employed,3,551000.0,fixed,10,1.32,direct,2019,0.651,0.187,0.0378,0,2
M05034,BE,house,140.0,4.5,2019,1.5,B,1237000.0,154700.0,38,employed,2,742000.0,saron,0,1.57,direct,2022,0.6,0.32,0.0753,0,0
M05035,ZH,apartment,64.0,2.0,1951,1.7,C,837000.0,189600.0,38,employed,3,523000.0,fixed,10,2.61,direct,2022,0.625,0.182,0.072,0,0
M05036,ZH,apartment,94.0,3.5,1932,4.1,E,812000.0,154600.0,52,employed,0,658000.0,fixed,5,1.19,indirect,2021,0.81,0.316,0.0506,0,0
M05037,AG,apartment,168.0,6.0,2022,3.9,A,1094000.0,227800.0,56,employed,0,675000.0,fixed,10,1.48,indirect,2021,0.617,0.196,0.0439,0,0
M05038,SG,house,173.0,5.5,2019,12.7,A,978000.0,183800.0,32,employed,4,880000.0,fixed,10,1.33,direct,2021,0.9,0.375,0.0637,0,0
M05039,ZH,apartment,99.0,3.5,2022,11.5,B,1219000.0,136200.0,53,employed,7,837000.0,fixed,10,1.34,direct,2020,0.687,0.409,0.0823,0,2
M05040,SG,apartment,76.0,2.5,1946,7.6,C,412000.0,123000.0,50,employed,1,218000.0,fixed,5,0.98,indirect,2021,0.529,0.122,0.0174,0,0
M05041,BE,apartment,121.0,4.0,1979,3.6,C,587000.0,162400.0,36,self_employed,0,458000.0,fixed,5,1.07,indirect,2021,0.78,0.205,0.0302,0,1
M05042,TG,apartment,71.0,2.5,1981,8.6,B,413000.0,169300.0,42,employed,13,293000.0,fixed,5,0.88,indirect,2021,0.709,0.118,0.0152,0,0
M05043,SG,apartment,103.0,3.5,1990,40.0,B,292000.0,82000.0,26,self_employed,7,219000.0,fixed,5,0.96,direct,2020,0.75,0.189,0.0256,0,0
M05044,ZH,house,111.0,3.5,1910,0.8,E,1181000.0,231700.0,46,employed,11,888000.0,saron,0,1.45,direct,2022,0.752,0.272,0.0556,0,1
M05045,LU,house,203.0,8.0,1916,1.9,D,1609000.0,142700.0,62,employed,9,944000.0,saron,0,0.9,indirect,2020,0.587,0.444,0.0595,0,0
M05046,SG,house,174.0,5.5,1905,0.3,E,1240000.0,223500.0,47,employed,3,796000.0,fixed,5,2.24,direct,2022,0.642,0.234,0.0798,0,0
M05047,BE,house,214.0,8.0,2017,1.6,A,1316000.0,162600.0,40,employed,3,891000.0,saron,0,1.03,indirect,2019,0.677,0.361,0.0564,0,0
M05048,AG,apartment,125.0,4.0,1982,3.1,D,773000.0,134100.0,40,employed,6,557000.0,fixed,5,1.2,direct,2019,0.721,0.286,0.0498,0,0
M05049,SO,house,135.0,4.5,2017,1.6,B,958000.0,136500.0,50,employed,3,619000.0,fixed,5,1.16,direct,2021,0.646,0.297,0.0526,0,0
M05050,AG,apartment,118.0,4.0,2008,23.1,A,551000.0,78100.0,51,employed,12,426000.0,fixed,5,0.94,indirect,2020,0.773,0.393,0.0513,0,0
M05051,SO,house,154.0,6.0,2000,1.9,A,1027000.0,172200.0,40,employed,4,752000.0,fixed,5,1.14,direct,2021,0.732,0.304,0.0498,0,0
M05052,ZH,house,121.0,4.0,2017,19.3,B,1009000.0,232200.0,42,self_employed,16,762000.0,fixed,10,1.37,direct,2019,0.755,0.233,0.045,0,0
M05053,TG,apartment,106.0,4.5,2008,19.3,B,485000.0,177500.0,36,self_employed,2,356000.0,saron,0,0.83,indirect,2021,0.734,0.14,0.0166,0,0
M05054,ZH,house,156.0,5.5,1939,3.7,G,1551000.0,286600.0,49,self_employed,13,1396000.0,fixed,10,1.05,direct,2021,0.9,0.382,0.0511,0,0
M05055,BE,apartment,67.0,2.0,2000,4.5,A,534000.0,75000.0,46,employed,7,363000.0,fixed,5,1.01,direct,2021,0.68,0.319,0.0489,0,0
M05056,LU,house,123.0,4.0,2009,10.5,C,975000.0,137500.0,46,employed,5,596000.0,fixed,10,1.29,direct,2019,0.611,0.288,0.0559,0,2
M05057,BE,apartment,54.0,2.5,2010,2.7,A,354000.0,94400.0,52,employed,7,247000.0,fixed,5,1.32,direct,2019,0.698,0.176,0.0345,0,1
M05058,TG,apartment,99.0,3.0,1986,4.5,B,605000.0,183000.0,45,employed,3,500000.0,fixed,10,1.34,direct,2019,0.826,0.205,0.0366,0,0
M05059,BE,house,117.0,4.5,1959,13.0,E,587000.0,135600.0,26,employed,3,386000.0,fixed,10,1.31,direct,2019,0.658,0.186,0.0373,0,0
M05060,ZH,apartment,85.0,2.0,1907,1.7,E,802000.0,144900.0,61,employed,10,537000.0,saron,0,0.89,direct,2019,0.67,0.242,0.033,0,2
M05061,SO,apartment,127.0,5.0,1933,1.6,E,898000.0,160500.0,46,employed,5,651000.0,fixed,5,0.98,direct,2020,0.725,0.28,0.0397,0,0
M05062,LU,apartment,96.0,3.5,2021,11.5,A,854000.0,179100.0,41,employed,7,607000.0,saron,0,1.6,indirect,2022,0.711,0.231,0.0542,0,0
M05063,ZH,apartment,91.0,3.0,2016,6.7,C,969000.0,308200.0,32,employed,0,672000.0,fixed,5,1.11,direct,2020,0.693,0.146,0.0242,0,1
M05064,ZH,house,128.0,4.0,1946,0.5,E,1507000.0,123400.0,38,employed,2,938000.0,fixed,5,1.15,direct,2021,0.622,0.502,0.0874,0,0
M05065,BE,apartment,118.0,4.5,2012,4.1,B,751000.0,140500.0,38,employed,16,637000.0,fixed,10,2.41,direct,2022,0.848,0.345,0.1093,0,0
M05066,BE,house,131.0,5.0,1924,5.0,D,771000.0,203400.0,32,employed,2,485000.0,fixed,10,1.6,indirect,2019,0.629,0.157,0.0382,0,0
M05067,SG,apartment,85.0,2.5,1990,3.0,B,598000.0,236300.0,62,retired,7,458000.0,fixed,5,2.27,direct,2022,0.766,0.139,0.044,0,0
M05068,SG,house,171.0,6.5,1940,0.6,D,1227000.0,166400.0,58,employed,1,714000.0,fixed,10,1.46,direct,2021,0.582,0.288,0.0626,0,0
M05069,AG,apartment,128.0,4.5,2009,0.9,A,800000.0,136900.0,29,employed,0,405000.0,fixed,10,1.39,direct,2021,0.506,0.206,0.0411,0,1
M05070,TG,house,109.0,3.0,1908,6.3,G,736000.0,140500.0,36,employed,4,530000.0,fixed,5,1.02,direct,2020,0.72,0.26,0.0385,0,0
M05071,BE,apartment,71.0,3.0,2013,3.5,B,471000.0,112200.0,47,employed,3,334000.0,fixed,10,1.38,direct,2021,0.709,0.203,0.0411,0,0
M05072,AG,house,194.0,6.5,1929,12.1,F,1075000.0,130300.0,45,employed,10,802000.0,saron,0,1.08,indirect,2019,0.746,0.434,0.0665,0,0
M05073,ZH,apartment,73.0,2.5,1992,10.2,B,654000.0,130200.0,37,employed,3,359000.0,saron,0,0.91,direct,2019,0.549,0.188,0.0251,0,0
