id,canton,property_type,living_area_m2,rooms,year_built,distance_center_km,energy_label,purchase_price,household_income,age,employment,years_client,loan_amount,rate_type,fixed_years,interest_rate,amortisation,origination_year,ltv,affordability,actual_burden
A00350,SO,house,180.0,6.5,1930,16.2,F,757000.0,86900.0,53,employed,4,512000.0,fixed,10,1.8,indirect,2026,0.676,0.387,0.1061
A00351,AG,apartment,72.0,3.0,1958,10.3,C,475000.0,101000.0,56,employed,3,273000.0,fixed,5,1.54,indirect,2026,0.575,0.182,0.0416
A00352,ZH,house,127.0,4.5,1908,8.7,F,1167000.0,131200.0,46,employed,4,794000.0,saron,0,1.24,direct,2026,0.68,0.4,0.075
A00353,ZH,house,122.0,4.5,2011,4.0,B,1480000.0,88900.0,52,self_employed,10,1268000.0,fixed,10,1.63,indirect,2026,0.857,1.091,0.2325
A00354,BE,house,118.0,4.5,1923,1.2,D,678000.0,117000.0,47,employed,2,469000.0,saron,0,1.09,direct,2026,0.692,0.268,0.0437
A00355,BE,house,127.0,5.0,2001,2.7,B,824000.0,106800.0,50,employed,3,647000.0,saron,0,0.78,direct,2026,0.785,0.441,0.0473
A00356,BE,house,187.0,6.5,1969,6.3,C,1081000.0,255000.0,42,employed,3,599000.0,saron,0,1.1,direct,2026,0.554,0.16,0.0258
A00357,AG,house,177.0,6.0,1963,3.8,C,1240000.0,138200.0,52,employed,9,790000.0,fixed,10,1.48,indirect,2026,0.637,0.376,0.0846
A00358,LU,house,132.0,4.0,2022,8.7,A,1013000.0,306100.0,35,self_employed,1,555000.0,fixed,5,1.35,direct,2026,0.548,0.124,0.0245
A00359,BE,house,239.0,8.5,2018,6.6,A,1785000.0,136700.0,51,self_employed,9,1499000.0,saron,0,1.23,direct,2026,0.84,0.83,0.1349
A00360,BE,house,168.0,5.0,1918,0.6,F,1069000.0,259200.0,37,employed,0,861000.0,fixed,10,1.73,direct,2026,0.805,0.245,0.0575
A00361,ZH,house,295.0,9.0,2005,13.1,B,2936000.0,254700.0,34,employed,13,1958000.0,fixed,10,1.69,direct,2026,0.667,0.5,0.1299
A00362,BE,house,128.0,4.5,2021,22.4,B,571000.0,278900.0,28,employed,1,510000.0,fixed,5,1.36,direct,2026,0.893,0.143,0.0249
A00363,TG,house,170.0,6.0,1930,6.8,E,884000.0,188200.0,56,employed,1,576000.0,fixed,10,1.88,indirect,2026,0.652,0.2,0.0575
A00364,SO,apartment,130.0,5.0,1920,10.5,E,589000.0,93100.0,52,employed,11,428000.0,fixed,5,1.4,direct,2026,0.727,0.318,0.0644
A00365,BE,house,108.0,4.0,1975,1.5,E,579000.0,95400.0,39,employed,7,478000.0,fixed,10,1.97,direct,2026,0.826,0.376,0.0987
A00366,SG,apartment,102.0,3.5,1971,27.5,B,451000.0,105200.0,46,employed,0,245000.0,saron,0,1.01,direct,2026,0.543,0.159,0.0235
A00367,BE,apartment,109.0,3.5,1942,8.4,C,689000.0,108700.0,40,employed,5,507000.0,fixed,10,1.68,direct,2026,0.736,0.326,0.0784
A00368,ZH,house,177.0,6.5,1932,20.7,D,1366000.0,185500.0,36,self_employed,5,1101000.0,fixed,10,1.54,indirect,2026,0.806,0.439,0.0914
A00369,ZH,house,187.0,6.5,1996,4.2,A,1929000.0,179000.0,35,employed,1,1434000.0,fixed,10,1.72,direct,2026,0.743,0.563,0.1378
A00370,LU,house,154.0,5.5,1958,6.5,E,1036000.0,145200.0,49,employed,5,802000.0,fixed,5,1.52,direct,2026,0.774,0.399,0.084
A00371,BE,house,152.0,6.0,1963,5.0,B,977000.0,101400.0,36,employed,2,718000.0,saron,0,1.04,direct,2026,0.735,0.494,0.0736
A00372,ZH,house,139.0,4.5,2011,2.4,B,1679000.0,262300.0,60,self_employed,21,1254000.0,saron,0,1.06,direct,2026,0.747,0.337,0.0507
A00373,TG,house,142.0,5.5,1997,10.2,A,792000.0,196300.0,44,employed,2,520000.0,saron,0,1.0,indirect,2026,0.657,0.173,0.0265
A00374,AG,apartment,113.0,3.5,1990,30.8,D,427000.0,117900.0,51,employed,1,317000.0,saron,0,0.98,direct,2026,0.742,0.189,0.0263
A00375,BE,apartment,209.0,7.5,1953,16.2,D,944000.0,238100.0,49,employed,1,579000.0,fixed,10,1.73,indirect,2026,0.613,0.161,0.0421
A00376,ZH,apartment,89.0,3.0,1903,1.2,F,697000.0,140600.0,34,employed,1,494000.0,fixed,10,1.74,direct,2026,0.709,0.239,0.0611
A00377,AG,house,197.0,7.0,2018,17.5,A,1125000.0,181200.0,35,employed,0,924000.0,fixed,5,1.65,direct,2026,0.821,0.381,0.0841
A00378,AG,house,160.0,5.0,1928,6.6,C,953000.0,113000.0,51,employed,13,672000.0,saron,0,1.02,direct,2026,0.705,0.403,0.0607
A00379,ZH,apartment,109.0,2.5,2013,4.4,D,1280000.0,227700.0,46,employed,11,1152000.0,fixed,10,1.73,direct,2026,0.9,0.397,0.0875
A00380,AG,apartment,82.0,3.0,2014,13.6,C,452000.0,167300.0,39,employed,5,330000.0,fixed,5,1.45,indirect,2026,0.73,0.137,0.0286
A00381,LU,house,111.0,4.5,2002,2.4,D,990000.0,162800.0,32,employed,14,617000.0,saron,0,0.99,direct,2026,0.623,0.25,0.0375
A00382,BE,house,144.0,4.5,2011,3.5,A,1023000.0,110800.0,57,employed,7,614000.0,saron,0,0.91,direct,2026,0.6,0.369,0.0504
A00383,ZH,apartment,118.0,4.5,2008,3.9,B,1104000.0,135200.0,26,employed,0,616000.0,saron,0,0.91,direct,2026,0.558,0.309,0.0415
A00384,ZH,house,134.0,5.0,1990,11.7,B,1563000.0,199200.0,29,employed,5,957000.0,fixed,5,1.33,indirect,2026,0.612,0.319,0.0639
A00385,AG,apartment,87.0,3.5,1958,23.7,D,351000.0,86900.0,33,employed,18,278000.0,saron,0,0.88,indirect,2026,0.792,0.234,0.0282
A00386,SG,apartment,86.0,3.5,1949,6.8,C,505000.0,101800.0,50,employed,3,332000.0,fixed,10,1.73,indirect,2026,0.657,0.213,0.0564
A00387,ZH,apartment,82.0,3.0,2010,7.3,B,805000.0,170300.0,56,employed,9,526000.0,fixed,5,1.4,direct,2026,0.653,0.202,0.0432
A00388,ZH,apartment,134.0,5.0,1902,4.3,F,1152000.0,212700.0,38,self_employed,20,845000.0,fixed,5,1.55,indirect,2026,0.734,0.277,0.0616
A00389,AG,apartment,87.0,3.5,1965,1.4,A,619000.0,110600.0,37,self_employed,7,367000.0,fixed,10,1.61,direct,2026,0.593,0.222,0.0534
A00390,BE,house,149.0,5.5,1954,8.5,D,882000.0,143400.0,47,employed,1,676000.0,fixed,10,1.61,direct,2026,0.766,0.338,0.0759
A00391,ZH,apartment,98.0,3.0,2019,9.8,A,1121000.0,168100.0,26,employed,12,944000.0,fixed,5,1.44,direct,2026,0.842,0.425,0.0809
A00392,BE,apartment,89.0,3.0,2010,1.7,A,592000.0,84100.0,39,self_employed,2,378000.0,fixed,10,1.6,direct,2026,0.639,0.295,0.0719
A00393,SG,apartment,103.0,3.5,1935,18.8,F,429000.0,118500.0,55,employed,14,299000.0,fixed,10,1.68,direct,2026,0.697,0.17,0.0424
A00394,ZH,house,131.0,5.0,2008,3.3,A,1526000.0,181300.0,46,employed,14,984000.0,saron,0,0.86,indirect,2026,0.645,0.356,0.0467
A00395,SG,house,131.0,4.5,1999,14.1,B,718000.0,120000.0,38,employed,4,434000.0,saron,0,0.96,direct,2026,0.604,0.241,0.0347
A00396,LU,house,176.0,6.5,1924,0.9,E,1185000.0,197300.0,54,employed,5,856000.0,fixed,10,1.77,indirect,2026,0.722,0.299,0.0768
A00397,ZH,apartment,112.0,4.0,2008,2.1,A,1168000.0,176700.0,55,employed,10,946000.0,saron,0,1.06,direct,2026,0.81,0.397,0.0567
A00398,AG,house,145.0,5.5,1960,30.3,C,643000.0,202500.0,35,employed,8,497000.0,fixed,10,1.81,direct,2026,0.773,0.177,0.0444
A00399,TG,apartment,123.0,5.5,1919,2.5,F,654000.0,147200.0,49,employed,0,411000.0,fixed,10,1.7,indirect,2026,0.628,0.184,0.0475
A00400,LU,apartment,113.0,5.0,1978,5.6,B,667000.0,186900.0,40,self_employed,5,469000.0,fixed,5,1.48,direct,2026,0.703,0.17,0.0371
A00401,ZH,apartment,85.0,3.0,1961,5.2,E,823000.0,110200.0,51,employed,2,535000.0,fixed,10,1.62,direct,2026,0.65,0.317,0.0786
A00402,ZH,house,201.0,7.5,2008,14.1,B,2011000.0,246300.0,49,employed,4,1088000.0,fixed,10,1.83,indirect,2026,0.541,0.303,0.0808
A00403,AG,apartment,84.0,3.0,1981,28.1,E,341000.0,103200.0,58,employed,7,262000.0,fixed,10,1.91,indirect,2026,0.768,0.182,0.0485
A00404,ZH,apartment,142.0,5.0,2006,35.0,B,738000.0,281100.0,58,employed,5,635000.0,saron,0,0.86,indirect,2026,0.86,0.173,0.0194
A00405,LU,apartment,124.0,5.5,1972,10.9,C,762000.0,122500.0,36,employed,4,512000.0,fixed,5,1.65,direct,2026,0.672,0.273,0.069
A00406,LU,apartment,108.0,3.0,2014,4.5,A,948000.0,168700.0,53,employed,0,805000.0,fixed,5,1.39,direct,2026,0.849,0.363,0.0663
A00407,SO,apartment,77.0,2.5,1900,10.7,G,371000.0,60200.0,52,employed,3,301000.0,saron,0,0.78,indirect,2026,0.811,0.371,0.039
A00408,ZH,house,226.0,7.5,2003,1.1,B,2160000.0,332900.0,45,employed,10,1681000.0,fixed,10,1.76,direct,2026,0.778,0.366,0.0889
A00409,ZH,apartment,124.0,3.5,1944,1.1,C,1318000.0,178800.0,54,employed,2,910000.0,fixed,10,1.66,direct,2026,0.69,0.34,0.0845
A00410,ZH,house,155.0,5.0,2016,25.5,B,1060000.0,157800.0,40,employed,11,816000.0,fixed,10,1.69,direct,2026,0.77,0.372,0.0874
A00411,AG,apartment,84.0,3.5,2006,4.7,A,536000.0,130500.0,28,self_employed,7,409000.0,saron,0,1.03,direct,2026,0.763,0.224,0.0323
A00412,AG,house,177.0,5.5,1907,9.3,F,1188000.0,215500.0,36,self_employed,13,939000.0,fixed,10,1.75,indirect,2026,0.79,0.318,0.0763
A00413,BE,apartment,131.0,4.0,1993,1.6,A,766000.0,126500.0,52,employed,9,507000.0,saron,0,1.13,direct,2026,0.662,0.261,0.0453
A00414,LU,apartment,68.0,2.0,2011,2.6,A,598000.0,122200.0,42,employed,8,333000.0,fixed,5,1.37,indirect,2026,0.557,0.185,0.0373
A00415,ZH,house,134.0,4.0,1960,24.1,B,828000.0,259900.0,42,employed,4,517000.0,saron,0,1.08,direct,2026,0.624,0.131,0.0215
A00416,LU,apartment,117.0,4.0,1931,7.2,D,928000.0,160400.0,44,employed,8,492000.0,fixed,10,1.81,direct,2026,0.53,0.211,0.0555
A00417,AG,apartment,97.0,3.0,1987,8.2,D,519000.0,99300.0,64,employed,8,355000.0,fixed,10,1.63,direct,2026,0.684,0.237,0.0583
A00418,AG,apartment,64.0,2.0,1997,5.7,B,453000.0,116100.0,33,employed,4,328000.0,fixed,5,1.66,direct,2026,0.724,0.195,0.0469
A00419,AG,house,150.0,5.5,2011,10.4,B,1196000.0,165700.0,47,employed,6,896000.0,fixed,10,1.69,indirect,2026,0.749,0.382,0.0914
A00420,SO,apartment,101.0,3.0,2015,1.7,C,579000.0,107900.0,36,employed,5,386000.0,saron,0,1.0,direct,2026,0.667,0.233,0.0358
A00421,LU,apartment,129.0,4.5,2001,5.9,B,999000.0,179200.0,34,employed,3,686000.0,fixed,10,1.73,direct,2026,0.687,0.255,0.0662
A00422,LU,house,131.0,5.0,1938,2.5,D,1094000.0,284600.0,37,employed,10,871000.0,saron,0,1.17,indirect,2026,0.796,0.225,0.0358
A00423,LU,apartment,132.0,4.5,1906,7.7,F,962000.0,137700.0,45,employed,7,667000.0,fixed,10,1.92,direct,2026,0.693,0.324,0.093
A00424,TG,apartment,93.0,3.0,2002,5.2,D,498000.0,112300.0,49,self_employed,0,300000.0,saron,0,1.11,direct,2026,0.602,0.178,0.0297
A00425,ZH,house,136.0,4.0,1947,5.3,D,1216000.0,162800.0,44,employed,6,905000.0,fixed,5,1.47,indirect,2026,0.744,0.391,0.0817
A00426,BE,house,157.0,6.0,1971,11.2,C,846000.0,161900.0,46,employed,1,535000.0,fixed,10,1.83,direct,2026,0.632,0.217,0.0605
A00427,BE,house,129.0,5.5,2001,4.5,B,898000.0,218900.0,61,employed,16,764000.0,saron,0,0.96,direct,2026,0.851,0.266,0.0335
A00428,AG,apartment,92.0,3.5,2012,7.1,B,688000.0,114500.0,44,employed,2,497000.0,saron,0,1.01,direct,2026,0.722,0.299,0.0438
A00429,LU,apartment,74.0,3.0,1979,0.6,B,539000.0,118900.0,36,self_employed,5,389000.0,saron,0,0.99,direct,2026,0.722,0.226,0.0324
A00430,AG,apartment,98.0,3.0,1986,0.5,B,751000.0,118800.0,54,self_employed,3,506000.0,fixed,5,1.67,indirect,2026,0.674,0.279,0.0711
A00431,BE,apartment,145.0,6.0,1974,16.4,B,587000.0,96600.0,35,employed,5,391000.0,saron,0,1.02,direct,2026,0.666,0.263,0.0413
A00432,BE,house,160.0,5.5,1932,21.3,E,589000.0,78600.0,42,employed,7,418000.0,fixed,5,1.45,direct,2026,0.71,0.362,0.0771
A00433,ZH,apartment,103.0,3.5,1969,4.8,C,985000.0,140900.0,54,employed,14,663000.0,fixed,5,1.71,indirect,2026,0.673,0.308,0.0805
A00434,BE,house,194.0,7.0,1917,2.2,F,1297000.0,164700.0,29,employed,16,1026000.0,fixed,10,1.63,direct,2026,0.791,0.456,0.1015
A00435,BE,house,153.0,5.5,1995,8.2,B,812000.0,73400.0,59,employed,11,477000.0,fixed,5,1.56,direct,2026,0.587,0.436,0.1014
A00436,AG,house,149.0,5.5,1923,2.2,F,1062000.0,123500.0,37,employed,1,869000.0,fixed,5,1.48,indirect,2026,0.818,0.525,0.1041
A00437,SG,house,109.0,4.0,1939,16.8,E,573000.0,79800.0,34,self_employed,14,428000.0,fixed,5,1.51,direct,2026,0.747,0.378,0.081
A00438,BE,apartment,63.0,2.5,2020,2.9,A,468000.0,87800.0,38,self_employed,5,324000.0,fixed,5,1.33,indirect,2026,0.692,0.247,0.0491
A00439,ZH,apartment,138.0,4.5,1925,11.1,E,897000.0,153300.0,32,employed,14,710000.0,fixed,5,1.56,indirect,2026,0.792,0.339,0.0723
A00440,AG,apartment,91.0,3.5,1916,0.5,E,734000.0,107600.0,64,employed,4,547000.0,fixed,5,1.47,direct,2026,0.745,0.358,0.0747
A00441,AG,apartment,94.0,4.0,1949,3.9,D,616000.0,131800.0,37,employed,0,457000.0,fixed,10,1.99,direct,2026,0.742,0.244,0.069
A00442,SO,apartment,116.0,4.0,1987,3.4,B,568000.0,106800.0,37,employed,3,416000.0,saron,0,0.99,direct,2026,0.732,0.271,0.0386
A00443,AG,house,173.0,6.5,2009,8.5,A,1335000.0,166700.0,44,employed,2,808000.0,fixed,5,1.53,indirect,2026,0.605,0.322,0.0742
A00444,BE,apartment,90.0,3.0,1993,12.3,A,450000.0,102600.0,62,employed,23,283000.0,fixed,5,1.68,indirect,2026,0.629,0.182,0.0463
A00445,AG,house,157.0,5.0,1989,11.6,A,843000.0,259400.0,35,employed,13,500000.0,fixed,5,1.58,indirect,2026,0.593,0.129,0.0305
A00446,TG,house,191.0,7.0,2004,4.9,B,1293000.0,154700.0,39,employed,3,1038000.0,fixed,5,1.47,direct,2026,0.803,0.495,0.0986
A00447,SG,apartment,99.0,3.5,1950,1.9,F,520000.0,78600.0,54,employed,12,422000.0,fixed,10,1.78,direct,2026,0.812,0.399,0.0956
A00448,SG,house,258.0,8.5,1976,1.2,C,1668000.0,329600.0,48,employed,18,977000.0,fixed,10,1.75,indirect,2026,0.586,0.199,0.0519
A00449,ZH,apartment,152.0,5.5,1971,1.7,C,1377000.0,239700.0,49,employed,0,1058000.0,fixed,5,1.71,direct,2026,0.768,0.317,0.0755
A00450,AG,apartment,89.0,3.0,1901,5.2,G,770000.0,228100.0,56,self_employed,4,487000.0,fixed,5,1.58,direct,2026,0.632,0.141,0.0337
A00451,ZH,apartment,129.0,4.0,2020,11.6,B,1206000.0,162900.0,47,self_employed,14,704000.0,saron,0,1.06,direct,2026,0.584,0.29,0.0458
A00452,AG,house,181.0,6.5,1906,13.4,F,1004000.0,151500.0,51,employed,1,771000.0,fixed,10,1.95,indirect,2026,0.768,0.365,0.0992
A00453,ZH,apartment,58.0,1.5,1949,22.5,E,450000.0,119000.0,39,employed,1,342000.0,saron,0,0.92,indirect,2026,0.76,0.205,0.0264
A00454,TG,apartment,129.0,5.0,1985,5.6,C,727000.0,96400.0,55,employed,5,527000.0,saron,0,1.22,direct,2026,0.725,0.378,0.0667
A00455,TG,apartment,111.0,3.0,1912,5.1,F,632000.0,193800.0,39,employed,4,316000.0,saron,0,1.08,indirect,2026,0.5,0.114,0.0176
A00456,AG,house,157.0,6.0,2007,6.3,B,1072000.0,186000.0,50,employed,8,697000.0,fixed,10,1.85,direct,2026,0.65,0.245,0.0693
A00457,AG,apartment,84.0,2.0,1908,8.3,F,443000.0,153900.0,36,self_employed,2,282000.0,saron,0,0.89,indirect,2026,0.637,0.12,0.0163
A00458,AG,apartment,87.0,3.0,1929,1.4,D,649000.0,92700.0,51,employed,7,474000.0,fixed,10,1.69,direct,2026,0.73,0.355,0.0864
A00459,BE,apartment,90.0,2.0,1949,13.0,D,374000.0,126000.0,58,employed,9,277000.0,fixed,10,1.6,direct,2026,0.741,0.154,0.0352
A00460,BE,house,156.0,6.0,1932,8.2,F,854000.0,61100.0,54,employed,8,565000.0,fixed,10,1.65,direct,2026,0.662,0.602,0.1526
A00461,LU,apartment,94.0,3.0,1987,2.6,B,592000.0,146800.0,60,employed,2,354000.0,saron,0,0.85,indirect,2026,0.598,0.161,0.0205
A00462,ZH,house,155.0,4.5,2008,3.8,A,1973000.0,229400.0,44,employed,0,1416000.0,fixed,5,1.55,direct,2026,0.718,0.424,0.0957
A00463,LU,apartment,125.0,4.0,1997,11.2,B,835000.0,122000.0,38,self_employed,2,545000.0,fixed,5,1.69,indirect,2026,0.653,0.292,0.0755
A00464,SG,house,228.0,8.5,2002,3.4,B,1720000.0,199800.0,34,employed,4,1509000.0,saron,0,1.01,indirect,2026,0.877,0.585,0.0763
A00465,ZH,house,162.0,5.5,1988,0.9,E,1825000.0,122100.0,42,employed,1,1231000.0,fixed,5,1.53,direct,2026,0.675,0.661,0.1543
A00466,AG,house,143.0,5.0,1992,2.6,A,1156000.0,98900.0,49,employed,1,776000.0,fixed,5,1.49,indirect,2026,0.671,0.513,0.1169
A00467,ZH,apartment,128.0,4.5,1956,8.8,D,931000.0,153800.0,44,employed,8,689000.0,fixed,10,1.66,indirect,2026,0.74,0.314,0.0744
A00468,SO,apartment,124.0,5.0,1953,12.2,C,593000.0,235000.0,45,employed,1,409000.0,fixed,5,1.49,indirect,2026,0.69,0.116,0.0259
A00469,TG,house,180.0,6.5,1985,3.7,C,1241000.0,178600.0,42,employed,1,542000.0,saron,0,0.81,indirect,2026,0.437,0.221,0.0246
A00470,SG,apartment,87.0,4.0,1905,3.8,G,632000.0,185400.0,47,employed,1,392000.0,fixed,5,1.5,direct,2026,0.62,0.14,0.0317
A00471,ZH,house,99.0,4.0,1976,1.7,B,1262000.0,295800.0,52,employed,1,794000.0,fixed,10,1.84,direct,2026,0.629,0.177,0.0494
A00472,AG,apartment,89.0,2.5,1915,14.7,E,536000.0,174300.0,44,self_employed,3,482000.0,fixed,5,1.18,indirect,2026,0.899,0.217,0.0326
A00473,BE,house,163.0,5.0,1901,9.7,E,849000.0,101500.0,25,employed,7,601000.0,fixed,5,1.38,indirect,2026,0.708,0.403,0.0817
A00474,ZH,house,181.0,7.5,1999,12.9,A,2146000.0,158600.0,59,employed,0,1447000.0,saron,0,1.13,direct,2026,0.674,0.598,0.1031
A00475,SG,house,226.0,9.0,1920,9.1,F,1419000.0,223200.0,37,employed,4,909000.0,fixed,5,1.5,direct,2026,0.641,0.267,0.0611
A00476,ZH,house,144.0,6.0,2010,0.5,B,1432000.0,182300.0,39,employed,15,985000.0,fixed,5,1.66,direct,2026,0.688,0.36,0.0897
A00477,SG,apartment,106.0,3.5,2022,5.8,A,904000.0,206100.0,51,employed,2,814000.0,fixed,10,1.82,direct,2026,0.9,0.31,0.0719
A00478,ZH,apartment,123.0,3.5,2017,5.4,A,1321000.0,213700.0,47,employed,3,1189000.0,fixed,10,1.68,direct,2026,0.9,0.436,0.0935
A00479,SO,house,186.0,7.0,1934,4.8,D,774000.0,139800.0,25,employed,6,576000.0,saron,0,1.09,indirect,2026,0.744,0.29,0.0449
A00480,AG,house,167.0,6.0,1905,1.3,F,929000.0,197500.0,30,employed,1,588000.0,saron,0,0.99,direct,2026,0.633,0.196,0.0295
A00481,SG,apartment,59.0,1.5,2021,17.0,A,341000.0,95400.0,55,employed,1,288000.0,fixed,10,1.79,indirect,2026,0.845,0.229,0.054
A00482,SG,apartment,92.0,3.5,1936,2.0,D,570000.0,194100.0,49,employed,2,365000.0,fixed,10,1.8,direct,2026,0.64,0.123,0.0338
A00483,TG,house,226.0,8.5,2022,0.7,A,1876000.0,193000.0,38,self_employed,1,1423000.0,fixed,10,2.01,direct,2026,0.759,0.525,0.1482
A00484,ZH,apartment,96.0,3.5,1900,6.2,G,1079000.0,155900.0,47,employed,15,713000.0,fixed,10,1.69,indirect,2026,0.661,0.298,0.0773
A00485,TG,apartment,51.0,1.5,2016,9.5,A,257000.0,76000.0,36,employed,3,163000.0,saron,0,0.85,indirect,2026,0.634,0.141,0.0182
A00486,SO,house,150.0,6.0,1916,0.6,E,807000.0,215700.0,34,employed,3,726000.0,fixed,10,1.75,indirect,2026,0.9,0.264,0.0589
A00487,AG,house,150.0,5.5,2015,40.0,B,545000.0,76400.0,48,self_employed,7,375000.0,fixed,5,1.49,direct,2026,0.688,0.327,0.0731
A00488,AG,apartment,85.0,3.0,1907,7.5,F,442000.0,111500.0,46,employed,1,318000.0,saron,0,0.83,direct,2026,0.719,0.196,0.0237
A00489,ZH,apartment,94.0,3.0,1930,1.3,E,896000.0,200900.0,38,employed,8,511000.0,fixed,5,1.54,indirect,2026,0.57,0.172,0.0392
A00490,TG,house,134.0,4.5,1915,5.2,D,776000.0,152800.0,58,employed,3,442000.0,fixed,10,1.63,indirect,2026,0.57,0.195,0.0472
A00491,ZH,apartment,113.0,4.5,2020,24.9,C,624000.0,143800.0,55,employed,3,486000.0,fixed,10,1.44,indirect,2026,0.779,0.245,0.0487
A00492,SO,apartment,117.0,4.5,1994,11.9,A,440000.0,164200.0,42,employed,1,364000.0,saron,0,0.83,direct,2026,0.827,0.166,0.0184
A00493,ZH,house,163.0,5.5,1966,0.5,C,1561000.0,215400.0,41,self_employed,1,1234000.0,fixed,5,1.37,direct,2026,0.791,0.419,0.0785
A00494,SG,house,175.0,6.5,1946,6.3,D,1106000.0,238000.0,31,employed,2,846000.0,fixed,10,1.68,direct,2026,0.765,0.255,0.0597
A00495,ZH,house,107.0,4.0,1987,1.8,B,1169000.0,190900.0,56,employed,4,1052000.0,fixed,5,1.54,direct,2026,0.9,0.432,0.0849
A00496,ZH,apartment,110.0,4.5,1972,2.9,C,1093000.0,323400.0,35,employed,7,567000.0,saron,0,1.03,indirect,2026,0.519,0.121,0.0181
A00497,BE,apartment,87.0,3.5,1971,6.9,C,532000.0,141000.0,35,self_employed,5,297000.0,fixed,10,1.77,indirect,2026,0.558,0.143,0.0373
A00498,LU,house,110.0,4.0,1906,5.3,G,892000.0,166100.0,54,employed,15,552000.0,saron,0,1.0,direct,2026,0.619,0.22,0.0332
A00499,ZH,house,198.0,8.5,1906,31.9,E,1153000.0,137200.0,36,employed,3,883000.0,fixed,5,1.44,direct,2026,0.766,0.461,0.0927
A00500,AG,house,191.0,6.5,1921,10.8,F,1325000.0,315200.0,38,self_employed,14,892000.0,saron,0,0.89,indirect,2026,0.673,0.185,0.0252
